summary,spearman_rho,p_value,subsample
resid_sd,0.3085833636721815,0.0369298808150558,35
resid_mean,0.19564024439669472,0.19257028691980654,36
resid_median,0.17702256701338612,0.23923292452543551,36
resid_q25,0.16199234905941937,0.2821183812356386,36
resid_q75,0.17838882830615796,0.23556788686693544,36
resid_sd,0.20801079415304594,0.16538104299771048,36
resid_mean,0.11727281169020967,0.43764422321320695,37
resid_median,0.08510938232369648,0.5738598771937355,37
resid_q25,0.05640970688896161,0.7096271301599572,37
resid_q75,0.1151079654828482,0.44620792268101445,37
resid_sd,0.20609335894081152,0.16940178480872314,37
resid_mean,0.03173046012504091,0.8341855792047739,38
resid_median,0.03711164926905369,0.8065642727541712,38
resid_q25,0.10119109700695306,0.5034032791041122,38
resid_q75,0.19137240473075356,0.20264782915052135,38
resid_sd,0.1721361998596274,0.25265752423737536,38
resid_mean,0.16471387000581664,0.2740024164943624,39
resid_median,0.1747958680572429,0.2452889471470207,39
resid_q25,0.09636658260197609,0.5240673950118375,39
resid_q75,0.21413421628243984,0.1530053081988937,39
resid_sd,0.12630331301234607,0.40292267984824065,39
resid_mean,0.013916868475895136,0.9268604909277277,40
resid_median,0.10867527960954557,0.4721899238937529,40
resid_q25,-0.07725408322841344,0.6098366167677677,40
resid_q75,0.13793162978331622,0.36064736851510626,40
resid_sd,0.2597196921345941,0.08132006805151162,40
resid_mean,0.13422046485641087,0.37383746457435235,41
resid_median,0.1568585709105336,0.2978523168226617,41
resid_q25,0.13440602310275615,0.37317119714589475,41
resid_q75,0.21568053500198373,0.1499906004716659,41
resid_sd,0.19353725093811502,0.19749065189727674,41
resid_mean,0.18475416061110564,0.2189992229749524,42
resid_median,0.2096189656213716,0.16206263985106228,42
resid_q25,0.22322657035335797,0.1359039183215818,42
resid_q75,0.12005618538538869,0.42676916695948436,42
resid_sd,0.17770294724998545,0.23740295982696208,42
resid_mean,0.10978862908761716,0.4676363008589453,43
resid_median,0.18896014752826504,0.20850514176478516,43
resid_q25,0.15902341711789506,0.2911498571983974,43
resid_q75,0.16131196882282006,0.284171708546155,43
resid_sd,0.1265507240074731,0.4019944291003789,43
resid_mean,0.06067754655490279,0.688730159330865,44
resid_median,0.05047184300591302,0.7390524861250172,44
resid_q25,-0.028452264439607834,0.8511119577046524,44
resid_q75,0.15172479276164785,0.3141413442949652,44
resid_sd,0.18054817369394624,0.22985394187977617,44
resid_mean,0.2520499512856563,0.09105774611561641,45
resid_median,0.22891702324127955,0.1259516083701629,45
resid_q25,0.11937580514878939,0.4294133719342297,45
resid_q75,0.25415294474423605,0.08830194400926183,45
resid_sd,0.2094952601238081,0.16231616580486494,45
resid_mean,0.11096383131447055,0.46285530549292453,46
resid_median,0.06717208517698718,0.6573701981082966,46
resid_q25,0.08343935810658906,0.5814267436908244,46
resid_q75,0.1279733372294535,0.3966810710547037,46
resid_sd,0.18153781767445434,0.22726727024610224,46
resid_mean,0.12110768211467855,0.42270074865585,47
resid_median,0.11269570828035971,0.4558578579636514,47
resid_q25,0.14897693931185207,0.32308800478784544,47
resid_q75,0.21636091523858303,0.14867807479774037,47
resid_sd,0.2093097018774628,0.16269699625053008,47
resid_mean,0.108056752121728,0.47472986694214353,48
resid_median,0.07459441503079792,0.6222330572083821,48
resid_q25,0.04360618789113809,0.7735387373290534,48
resid_q75,0.09840772331177404,0.5152739504648134,48
resid_sd,0.20225848851634265,0.17765466686723408,48
