experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
42,20,0.88,0.82,0.96,0.88,13.617068844202372,24.474247061382627,5.536859352677494,31.674155452361347,0,0,0,0
42,30,0.94,0.87,0.92,0.87,5.208714689139253,17.641146874869552,5.263975131774531,31.674155452361347,0,0,0,0
42,40,0.92,0.9,0.92,0.87,4.482422552332271,14.222651070738157,4.290541745203106,31.67415545236135,0,0,0,0
43,0,0.98,0.98,,0.98,39.30209838679262,39.30209838679262,,39.30209838679262,0,0,0,0
43,10,0.97,0.95,0.86,0.98,27.093024691128242,36.510625716939614,11.890873015303004,39.30209838679262,0,0,0,0
43,20,0.94,0.94,0.92,0.99,17.815629382941655,27.073547659009726,6.094528539569279,39.30209838679262,0,0,0,0
43,30,0.93,0.9,0.95,0.99,5.302686041923702,13.79676160649981,5.305663336156798,39.30209838679262,0,0,0,0
43,40,0.87,0.94,0.95,0.96,4.680004326910281,12.532824710850743,4.775900368878157,39.30209838679262,0,0,0,0
44,0,0.82,0.82,,0.82,25.34325064025343,25.34325064025343,,25.34325064025343,0,0,0,0
44,10,0.83,0.8,0.83,0.81,17.47678160439945,22.66370144980209,11.619436514578236,25.34325064025343,0,0,0,0
44,20,0.79,0.81,0.9,0.87,11.722681727929128,20.53494581839476,5.289289031699982,25.34325064025343,0,0,0,0
44,30,0.92,0.88,0.93,0.85,5.370739568780434,13.310958663669513,5.5948037420561985,25.34325064025343,0,0,0,0
44,40,0.93,0.92,0.91,0.85,4.366058709632915,11.109763736358584,4.46950753952758,25.34325064025343,0,0,0,0
45,0,0.91,0.91,,0.91,30.697881422948576,30.697881422948576,,30.697881422948576,0,0,0,0
45,10,0.86,0.84,0.82,0.86,19.770868015248183,24.900131739174412,10.552499988302607,30.697881422948576,0,0,0,0
45,20,0.91,0.88,0.88,0.92,13.501161492326268,23.088425826791138,5.4105164824372345,30.697881422948576,0,0,0,0
45,30,0.93,0.87,0.94,0.92,5.253225242497741,14.433570153253068,5.441335679327059,30.697881422948576,0,0,0,0
45,40,0.86,0.85,0.82,0.91,4.446629997964863,12.866719090984645,4.665369588675123,30.697881422948576,0,0,0,0
46,0,0.7,0.7,,0.7,57.945543199321776,57.945543199321776,,57.945543199321776,0,0,0,0
46,10,0.73,0.69,0.83,0.72,37.32113843106704,49.68272079554312,15.064217272864958,57.945543199321776,0,0,0,0
46,20,0.7,0.7,0.89,0.73,22.079526791687186,43.5950388914635,6.105329962811609,57.945543199321776,0,0,0,0
46,30,0.93,0.88,0.94,0.75,5.037680697224143,14.062795548369197,4.758760088709671,57.945543199321776,0,0,0,0
